token_index,folio,section,eva_token,prefix,root,suffix,latin_value,interpretation,exploratory_recognized,strict_parsed,failure_reason
21478,f104r,Recipes,cheodal,,,,,,Yes,No,not_full_token_parse
21479,f104r,Recipes,qoaiin,qo,aiin,,annulus,[~의(quod/de)] + 나이테(annulus),Yes,Yes,
21480,f104r,Recipes,okar,,,,,,Yes,No,not_full_token_parse
21481,f104r,Recipes,oraiin,,,,,,Yes,No,not_full_token_parse
21482,f104r,Recipes,okar,,,,,,Yes,No,not_full_token_parse
21483,f104r,Recipes,oteody,,oteo,dy,exterior (seasonal),외층(계절)(exterior (seasonal)) + of (de),Yes,Yes,
21484,f104r,Recipes,qokaiin,,,,,,Yes,No,not_full_token_parse
21485,f104r,Recipes,okal,,,,,,Yes,No,not_full_token_parse
21486,f104r,Recipes,qotir,,,,,,Yes,No,not_full_token_parse
21487,f104r,Recipes,okaiin,,,,,,Yes,No,not_full_token_parse
21488,f104r,Recipes,rcheol,r,ch,eol,cortex,[역(re-)] + 수피(cortex) + +lignum,Yes,Yes,
21489,f104r,Recipes,qokchol,,,,,,Yes,No,not_full_token_parse
21490,f104r,Recipes,kcheody,,,,,,Yes,No,not_full_token_parse
21491,f104r,Recipes,qotchdy,,,,,,Yes,No,not_full_token_parse
21492,f104r,Recipes,pcholor,,,,,,Yes,No,not_full_token_parse
21493,f104r,Recipes,ar,,ar,,radius,수선(radius),Yes,Yes,
21494,f104r,Recipes,aiin,,aiin,,annulus,나이테(annulus),Yes,Yes,
21495,f104r,Recipes,alkchdy,,,,,,Yes,No,not_full_token_parse
21496,f104r,Recipes,qotal,,,,,,Yes,No,not_full_token_parse
21497,f104r,Recipes,chol,,chol,,cortex,수피(cortex),Yes,Yes,
21498,f104r,Recipes,qoar,qo,ar,,radius,[~의(quod/de)] + 수선(radius),Yes,Yes,
21499,f104r,Recipes,aiin,,aiin,,annulus,나이테(annulus),Yes,Yes,
21500,f104r,Recipes,qopcheedy,,,,,,Yes,No,not_full_token_parse
21501,f104r,Recipes,qotair,,,,,,Yes,No,not_full_token_parse
21502,f104r,Recipes,ofaiino,,,,,,Yes,No,not_full_token_parse
21503,f104r,Recipes,olkeeos,,,,,,Yes,No,not_full_token_parse
21504,f104r,Recipes,olkaiin,,,,,,Yes,No,not_full_token_parse
21505,f104r,Recipes,oair,,,,,,Yes,No,not_full_token_parse
21506,f104r,Recipes,qcthy,,,,,,Yes,No,not_full_token_parse
21507,f104r,Recipes,oiinol,,,,,,Yes,No,not_full_token_parse
21508,f104r,Recipes,al,,al,,alburnum,변재(alburnum),Yes,Yes,
21509,f104r,Recipes,ly,,,,,,Yes,No,not_full_token_parse
21510,f104r,Recipes,oeear,,,,,,Yes,No,not_full_token_parse
21511,f104r,Recipes,chcthy,,,,,,Yes,No,not_full_token_parse
21512,f104r,Recipes,olched,,,,,,Yes,No,not_full_token_parse
21513,f104r,Recipes,qotaiiin,,,,,,Yes,No,not_full_token_parse
21514,f104r,Recipes,qoteey,qo,t,eey,tunica,[~의(quod/de)] + 막/층(tunica) + of (emphatic),Yes,Yes,
21515,f104r,Recipes,qokeor,qo,k,eor,coquitur,[~의(quod/de)] + 달임(coquitur) + +aureus,Yes,Yes,
21516,f104r,Recipes,soiir,,,,,,Yes,No,not_full_token_parse
21517,f104r,Recipes,qoty,qo,t,y,tunica,[~의(quod/de)] + 막/층(tunica) + adjective,Yes,Yes,
21518,f104r,Recipes,qokl,,,,,,Yes,No,not_full_token_parse
21519,f104r,Recipes,lkaiin,,,,,,Yes,No,not_full_token_parse
21520,f104r,Recipes,yteedy,y,t,eedy,tunica,[지시(그-)] + 막/층(tunica) + through (emphatic),Yes,Yes,
21521,f104r,Recipes,qokain,,,,,,Yes,No,not_full_token_parse
21522,f104r,Recipes,oqockhy,,,,,,Yes,No,not_full_token_parse
21523,f104r,Recipes,dar,,dar,,duramen,심재(duramen),Yes,Yes,
21524,f104r,Recipes,y,,,,,,No,No,not_full_token_parse
21525,f104r,Recipes,lshedy,l,sh,edy,suber,[관사(il-)] + 코르크(suber) + through (per),Yes,Yes,
21526,f104r,Recipes,cholkar,,,,,,Yes,No,not_full_token_parse
21527,f104r,Recipes,tsheodl,,,,,,Yes,No,not_full_token_parse
21528,f104r,Recipes,qokaiin,,,,,,Yes,No,not_full_token_parse
21529,f104r,Recipes,qokchedy,,,,,,Yes,No,not_full_token_parse
21530,f104r,Recipes,ykchdy,,,,,,Yes,No,not_full_token_parse
21531,f104r,Recipes,pchedy,p,ch,edy,cortex,[위해(pro)] + 수피(cortex) + through (per),Yes,Yes,
21532,f104r,Recipes,qokeedy,qo,k,eedy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (emphatic),Yes,Yes,
21533,f104r,Recipes,oteey,,ot,eey,exterior,표면(exterior) + of (emphatic),Yes,Yes,
21534,f104r,Recipes,qokain,,,,,,Yes,No,not_full_token_parse
21535,f104r,Recipes,oteo,,oteo,,exterior (seasonal),외층(계절)(exterior (seasonal)),Yes,Yes,
21536,f104r,Recipes,l,,l,,il-,관사(il-),Yes,Yes,
21537,f104r,Recipes,dal,,dal,,medulla,수髓(medulla),Yes,Yes,
21538,f104r,Recipes,okcheochy,,,,,,Yes,No,not_full_token_parse
21539,f104r,Recipes,cheey,,ch,eey,cortex,수피(cortex) + of (emphatic),Yes,Yes,
21540,f104r,Recipes,qoeedaiin,,,,,,Yes,No,not_full_token_parse
21541,f104r,Recipes,qokeey,qo,k,eey,coquitur,[~의(quod/de)] + 달임(coquitur) + of (emphatic),Yes,Yes,
21542,f104r,Recipes,ar,,ar,,radius,수선(radius),Yes,Yes,
21543,f104r,Recipes,cheol,,cheol,,cortex,수피류(cortex),Yes,Yes,
21544,f104r,Recipes,olkair,,,,,,Yes,No,not_full_token_parse
21545,f104r,Recipes,qokaiin,,,,,,Yes,No,not_full_token_parse
21546,f104r,Recipes,otaiin,,,,,,Yes,No,not_full_token_parse
21547,f104r,Recipes,okam,,ok,am,exterior,외층(exterior) + [process],Yes,Yes,
21548,f104r,Recipes,daiin,,daiin,,duramen,심재(duramen),Yes,Yes,
21549,f104r,Recipes,olcheeo,,,,,,Yes,No,not_full_token_parse
21550,f104r,Recipes,l,,l,,il-,관사(il-),Yes,Yes,
21551,f104r,Recipes,s,,s,,est,이다(est),Yes,Yes,
21552,f104r,Recipes,aiin,,aiin,,annulus,나이테(annulus),Yes,Yes,
21553,f104r,Recipes,otain,,,,,,Yes,No,not_full_token_parse
21554,f104r,Recipes,ar,,ar,,radius,수선(radius),Yes,Yes,
21555,f104r,Recipes,chedy,,ch,edy,cortex,수피(cortex) + through (per),Yes,Yes,
21556,f104r,Recipes,qokaiin,,,,,,Yes,No,not_full_token_parse
21557,f104r,Recipes,otaiin,,,,,,Yes,No,not_full_token_parse
21558,f104r,Recipes,otaiin,,,,,,Yes,No,not_full_token_parse
21559,f104v,Recipes,pchdoiin,,,,,,Yes,No,not_full_token_parse
21560,f104v,Recipes,opcheedy,op,ch,eedy,cortex,[대향(contra)] + 수피(cortex) + through (emphatic),Yes,Yes,
21561,f104v,Recipes,orar,,,,,,Yes,No,not_full_token_parse
21562,f104v,Recipes,oltcheey,,,,,,Yes,No,not_full_token_parse
21563,f104v,Recipes,opchedy,op,ch,edy,cortex,[대향(contra)] + 수피(cortex) + through (per),Yes,Yes,
21564,f104v,Recipes,ol,,ol,,lignum,목질(lignum),Yes,Yes,
21565,f104v,Recipes,ear,,,,,,Yes,No,not_full_token_parse
21566,f104v,Recipes,aiir,,aiir,,annulus+radius,나이테+수선(annulus+radius),Yes,Yes,
21567,f104v,Recipes,aly,,al,y,alburnum,변재(alburnum) + adjective,Yes,Yes,
21568,f104v,Recipes,cheodaiin,,,,,,Yes,No,not_full_token_parse
21569,f104v,Recipes,cheekain,,,,,,Yes,No,not_full_token_parse
21570,f104v,Recipes,dam,,dam,,[verb],[처리]([verb]),Yes,Yes,
21571,f104v,Recipes,ychedaiin,,,,,,Yes,No,not_full_token_parse
21572,f104v,Recipes,qoteed,,,,,,Yes,No,not_full_token_parse
21573,f104v,Recipes,chockhy,,,,,,Yes,No,not_full_token_parse
21574,f104v,Recipes,otaiin,,,,,,Yes,No,not_full_token_parse
21575,f104v,Recipes,ydaiin,y,daiin,,duramen,[지시(그-)] + 심재(duramen),Yes,Yes,
21576,f104v,Recipes,qokamdy,,,,,,Yes,No,not_full_token_parse
21577,f104v,Recipes,otarar,,,,,,Yes,No,not_full_token_parse
21578,f104v,Recipes,alched,,,,,,Yes,No,not_full_token_parse
21579,f104v,Recipes,otair,,,,,,Yes,No,not_full_token_parse
21580,f104v,Recipes,oram,,or,am,aureus,황색(aureus) + [process],Yes,Yes,
21581,f104v,Recipes,shod,,,,,,Yes,No,not_full_token_parse
21582,f104v,Recipes,chedy,,ch,edy,cortex,수피(cortex) + through (per),Yes,Yes,
21583,f104v,Recipes,qotaiin,,,,,,Yes,No,not_full_token_parse
21584,f104v,Recipes,odaiin,,,,,,Yes,No,not_full_token_parse
21585,f104v,Recipes,okeol,,okeol,,exterior,외층(exterior),Yes,Yes,
21586,f104v,Recipes,ockhey,,,,,,Yes,No,not_full_token_parse
21587,f104v,Recipes,chol,,chol,,cortex,수피(cortex),Yes,Yes,
21588,f104v,Recipes,qokeedy,qo,k,eedy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (emphatic),Yes,Yes,
21589,f104v,Recipes,qotair,,,,,,Yes,No,not_full_token_parse
21590,f104v,Recipes,oeedaiin,,,,,,Yes,No,not_full_token_parse
21591,f104v,Recipes,ol,,ol,,lignum,목질(lignum),Yes,Yes,
21592,f104v,Recipes,d,,d,,de,~의(de),Yes,Yes,
21593,f104v,Recipes,qoteedy,qo,t,eedy,tunica,[~의(quod/de)] + 막/층(tunica) + through (emphatic),Yes,Yes,
21594,f104v,Recipes,chedaiin,,,,,,Yes,No,not_full_token_parse
21595,f104v,Recipes,chokar,,,,,,Yes,No,not_full_token_parse
21596,f104v,Recipes,qotol,qo,tol,,totus,[~의(quod/de)] + 전체(totus),Yes,Yes,
21597,f104v,Recipes,qotched,,,,,,Yes,No,not_full_token_parse
21598,f104v,Recipes,chol,,chol,,cortex,수피(cortex),Yes,Yes,
21599,f104v,Recipes,chey,,ch,ey,cortex,수피(cortex) + from/at,Yes,Yes,
21600,f104v,Recipes,qol,qo,l,,il-,[~의(quod/de)] + 관사(il-),Yes,Yes,
21601,f104v,Recipes,chedy,,ch,edy,cortex,수피(cortex) + through (per),Yes,Yes,
21602,f104v,Recipes,qoeeey,qo,ee,ey,et/eius,[~의(quod/de)] + 그리고(et/eius) + from/at,Yes,Yes,
21603,f104v,Recipes,qokeedy,qo,k,eedy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (emphatic),Yes,Yes,
21604,f104v,Recipes,dcheol,,,,,,Yes,No,not_full_token_parse
21605,f104v,Recipes,chdeey,,,,,,Yes,No,not_full_token_parse
21606,f104v,Recipes,oeeodain,,,,,,Yes,No,not_full_token_parse
21607,f104v,Recipes,s,,s,,est,이다(est),Yes,Yes,
21608,f104v,Recipes,airol,,,,,,Yes,No,not_full_token_parse
21609,f104v,Recipes,chedal,,,,,,Yes,No,not_full_token_parse
21610,f104v,Recipes,solchd,,,,,,Yes,No,not_full_token_parse
21611,f104v,Recipes,shol,,shol,,suber,코르크(suber),Yes,Yes,
21612,f104v,Recipes,sheol,,sheol,,suber,코르크(suber),Yes,Yes,
21613,f104v,Recipes,qokchy,,,,,,Yes,No,not_full_token_parse
21614,f104v,Recipes,qoka,,,,,,Yes,No,not_full_token_parse
21615,f104v,Recipes,l,,l,,il-,관사(il-),Yes,Yes,
21616,f104v,Recipes,chedy,,ch,edy,cortex,수피(cortex) + through (per),Yes,Yes,
21617,f104v,Recipes,shedy,,sh,edy,suber,코르크(suber) + through (per),Yes,Yes,
21618,f104v,Recipes,qokain,,,,,,Yes,No,not_full_token_parse
21619,f104v,Recipes,cheedy,,ch,eedy,cortex,수피(cortex) + through (emphatic),Yes,Yes,
21620,f104v,Recipes,cpheo,,,,,,Yes,No,not_full_token_parse
21621,f104v,Recipes,apchedy,,,,,,Yes,No,not_full_token_parse
21622,f104v,Recipes,qotady,,,,,,Yes,No,not_full_token_parse
21623,f104v,Recipes,o,,o,,aut,또는(aut),Yes,Yes,
21624,f104v,Recipes,scheo,,,,,,Yes,No,not_full_token_parse
21625,f104v,Recipes,lchody,l,ch,ody,cortex,[관사(il-)] + 수피(cortex) + -ward/direction,Yes,Yes,
21626,f104v,Recipes,cheey,,ch,eey,cortex,수피(cortex) + of (emphatic),Yes,Yes,
21627,f104v,Recipes,qoy,,,,,,Yes,No,not_full_token_parse
21628,f104v,Recipes,cheo,,cheo,,cortex,수피(cortex),Yes,Yes,
21629,f104v,Recipes,ain,,ain,,annulus,나이테(annulus),Yes,Yes,
21630,f104v,Recipes,o,,o,,aut,또는(aut),Yes,Yes,
21631,f104v,Recipes,chedy,,ch,edy,cortex,수피(cortex) + through (per),Yes,Yes,
21632,f104v,Recipes,cheedy,,ch,eedy,cortex,수피(cortex) + through (emphatic),Yes,Yes,
21633,f104v,Recipes,chedy,,ch,edy,cortex,수피(cortex) + through (per),Yes,Yes,
21634,f104v,Recipes,sol,,sol,,succus,수액(succus),Yes,Yes,
21635,f104v,Recipes,cheodalol,,,,,,Yes,No,not_full_token_parse
21636,f104v,Recipes,tchodls,,,,,,Yes,No,not_full_token_parse
21637,f104v,Recipes,cheeody,,ch,eeody,cortex,수피(cortex) + -oideus (emphatic),Yes,Yes,
21638,f104v,Recipes,cheeool,,,,,,Yes,No,not_full_token_parse
21639,f104v,Recipes,ls,l,s,,est,[관사(il-)] + 이다(est),Yes,Yes,
21640,f104v,Recipes,air,,air,,aureus,황색(aureus),Yes,Yes,
21641,f104v,Recipes,ykeedy,y,k,eedy,coquitur,[지시(그-)] + 달임(coquitur) + through (emphatic),Yes,Yes,
21642,f104v,Recipes,chotedy,,,,,,Yes,No,not_full_token_parse
21643,f104v,Recipes,qotchedy,,,,,,Yes,No,not_full_token_parse
21644,f104v,Recipes,chedy,,ch,edy,cortex,수피(cortex) + through (per),Yes,Yes,
21645,f104v,Recipes,qoeky,,,,,,Yes,No,not_full_token_parse
21646,f104v,Recipes,qoteeo,qo,t,eeo,tunica,[~의(quod/de)] + 막/층(tunica) + conjunction (emphatic),Yes,Yes,
21647,f104v,Recipes,lo,l,o,,aut,[관사(il-)] + 또는(aut),Yes,Yes,
21648,f104v,Recipes,ycheo,y,cheo,,cortex,[지시(그-)] + 수피(cortex),Yes,Yes,
21649,f104v,Recipes,lcheod,,,,,,Yes,No,not_full_token_parse
21650,f104v,Recipes,otaiin,,,,,,Yes,No,not_full_token_parse
21651,f104v,Recipes,qokeedy,qo,k,eedy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (emphatic),Yes,Yes,
21652,f104v,Recipes,qokaiin,,,,,,Yes,No,not_full_token_parse
21653,f104v,Recipes,cheor,,cheor,,cortex,수피류(cortex),Yes,Yes,
21654,f104v,Recipes,ol,,ol,,lignum,목질(lignum),Yes,Yes,
21655,f104v,Recipes,chedaiin,,,,,,Yes,No,not_full_token_parse
21656,f104v,Recipes,qotar,,,,,,Yes,No,not_full_token_parse
21657,f104v,Recipes,chedy,,ch,edy,cortex,수피(cortex) + through (per),Yes,Yes,
21658,f104v,Recipes,qoty,qo,t,y,tunica,[~의(quod/de)] + 막/층(tunica) + adjective,Yes,Yes,
21659,f104v,Recipes,dal,,dal,,medulla,수髓(medulla),Yes,Yes,
21660,f104v,Recipes,shol,,shol,,suber,코르크(suber),Yes,Yes,
21661,f104v,Recipes,cheedy,,ch,eedy,cortex,수피(cortex) + through (emphatic),Yes,Yes,
21662,f104v,Recipes,qokaiin,,,,,,Yes,No,not_full_token_parse
21663,f104v,Recipes,qoteedy,qo,t,eedy,tunica,[~의(quod/de)] + 막/층(tunica) + through (emphatic),Yes,Yes,
21664,f104v,Recipes,otaiin,,,,,,Yes,No,not_full_token_parse
21665,f104v,Recipes,oteedy,,ot,eedy,exterior,표면(exterior) + through (emphatic),Yes,Yes,
21666,f104v,Recipes,qotedor,,,,,,Yes,No,not_full_token_parse
21667,f104v,Recipes,okain,,,,,,Yes,No,not_full_token_parse
21668,f104v,Recipes,cheos,,ch,eos,cortex,수피(cortex) + seasonal plural,Yes,Yes,
21669,f104v,Recipes,cheeo,,ch,eeo,cortex,수피(cortex) + conjunction (emphatic),Yes,Yes,
21670,f104v,Recipes,lchey,l,ch,ey,cortex,[관사(il-)] + 수피(cortex) + from/at,Yes,Yes,
21671,f104v,Recipes,ycheedy,y,ch,eedy,cortex,[지시(그-)] + 수피(cortex) + through (emphatic),Yes,Yes,
21672,f104v,Recipes,qoy,,,,,,Yes,No,not_full_token_parse
21673,f104v,Recipes,ykchedor,,,,,,Yes,No,not_full_token_parse
21674,f104v,Recipes,cheeky,,,,,,Yes,No,not_full_token_parse
21675,f104v,Recipes,qokchd,,,,,,Yes,No,not_full_token_parse
21676,f104v,Recipes,qotol,qo,tol,,totus,[~의(quod/de)] + 전체(totus),Yes,Yes,
21677,f104v,Recipes,qokol,,,,,,Yes,No,not_full_token_parse
21678,f104v,Recipes,qokol,,,,,,Yes,No,not_full_token_parse
21679,f104v,Recipes,daiin,,daiin,,duramen,심재(duramen),Yes,Yes,
21680,f104v,Recipes,polchechy,,,,,,Yes,No,not_full_token_parse
21681,f104v,Recipes,oteoy,,oteo,y,exterior (seasonal),외층(계절)(exterior (seasonal)) + adjective,Yes,Yes,
21682,f104v,Recipes,chotchs,,,,,,Yes,No,not_full_token_parse
21683,f104v,Recipes,cheeta,,,,,,Yes,No,not_full_token_parse
21684,f104v,Recipes,oty,,ot,y,exterior,표면(exterior) + adjective,Yes,Yes,
21685,f104v,Recipes,oteedy,,ot,eedy,exterior,표면(exterior) + through (emphatic),Yes,Yes,
21686,f104v,Recipes,qoty,qo,t,y,tunica,[~의(quod/de)] + 막/층(tunica) + adjective,Yes,Yes,
21687,f104v,Recipes,ched,,,,,,Yes,No,not_full_token_parse
21688,f104v,Recipes,l,,l,,il-,관사(il-),Yes,Yes,
21689,f104v,Recipes,cheol,,cheol,,cortex,수피류(cortex),Yes,Yes,
21690,f104v,Recipes,par,p,ar,,radius,[위해(pro)] + 수선(radius),Yes,Yes,
